Type	Instance	Name	Value
tikv	${LOCALHOST}:20160	gc.num-threads	1
tikv	${LOCALHOST}:20160	gc.ratio-threshold	1.1
tikv	${LOCALHOST}:20160	import.import-mode-timeout	10m
tikv	${LOCALHOST}:20160	import.memory-use-ratio	0.3
tikv	${LOCALHOST}:20160	import.num-threads	8
tikv	${LOCALHOST}:20160	import.stream-channel-window	128
tikv	${LOCALHOST}:20160	log-backup.enable	true
tikv	${LOCALHOST}:20160	log-backup.file-size-limit	256MiB
tikv	${LOCALHOST}:20160	log-backup.initial-scan-concurrency	6
tikv	${LOCALHOST}:20160	log-backup.initial-scan-pending-memory-quota	512MiB
tikv	${LOCALHOST}:20160	log-backup.initial-scan-rate-limit	60MiB
tikv	${LOCALHOST}:20160	log-backup.max-flush-interval	3m
tikv	${LOCALHOST}:20160	log-backup.min-ts-interval	10s
tikv	${LOCALHOST}:20160	log-backup.num-threads	4
tikv	${LOCALHOST}:20160	log-backup.temp-path	${TIUP_DATA_DIR}/tikv-0/data/log-backup-temp
tikv	${LOCALHOST}:20160	log-file	
tikv	${LOCALHOST}:20160	log-format	text
tikv	${LOCALHOST}:20160	log-level	info
tikv	${LOCALHOST}:20160	log-rotation-size	300MiB
tikv	${LOCALHOST}:20160	log-rotation-timespan	0s
tikv	${LOCALHOST}:20160	log.enable-timestamp	true
tikv	${LOCALHOST}:20160	log.file.filename	${TIUP_DATA_DIR}/tikv-0/tikv.log
tikv	${LOCALHOST}:20160	log.file.max-backups	0
tikv	${LOCALHOST}:20160	log.file.max-days	0
tikv	${LOCALHOST}:20160	log.file.max-size	300
tikv	${LOCALHOST}:20160	log.format	text
tikv	${LOCALHOST}:20160	log.level	info
tikv	${LOCALHOST}:20160	memory-usage-high-water	0.9
tikv	${LOCALHOST}:20160	memory-usage-limit	12595145386B
tikv	${LOCALHOST}:20160	pd.enable-forwarding	false
tikv	${LOCALHOST}:20160	pd.endpoints	["http://${LOCALHOST}:2379"]
tikv	${LOCALHOST}:20160	pd.retry-interval	300ms
tikv	${LOCALHOST}:20160	pd.retry-log-every	10
tikv	${LOCALHOST}:20160	pd.retry-max-count	9223372036854776000
tikv	${LOCALHOST}:20160	pd.update-interval	10m
tikv	${LOCALHOST}:20160	pessimistic-txn.in-memory	true
tikv	${LOCALHOST}:20160	pessimistic-txn.pipelined	true
tikv	${LOCALHOST}:20160	pessimistic-txn.wait-for-lock-timeout	1s
tikv	${LOCALHOST}:20160	pessimistic-txn.wake-up-delay-duration	20ms
tikv	${LOCALHOST}:20160	quota.background-cpu-time	0
tikv	${LOCALHOST}:20160	quota.background-read-bandwidth	0KiB
tikv	${LOCALHOST}:20160	quota.background-write-bandwidth	0KiB
tikv	${LOCALHOST}:20160	quota.enable-auto-tune	false
tikv	${LOCALHOST}:20160	quota.foreground-cpu-time	0
tikv	${LOCALHOST}:20160	quota.foreground-read-bandwidth	0KiB
tikv	${LOCALHOST}:20160	quota.foreground-write-bandwidth	0KiB
tikv	${LOCALHOST}:20160	quota.max-delay-duration	500ms
tikv	${LOCALHOST}:20160	raft-engine.batch-compression-threshold	8KiB
tikv	${LOCALHOST}:20160	raft-engine.bytes-per-sync	null
tikv	${LOCALHOST}:20160	raft-engine.dir	${TIUP_DATA_DIR}/tikv-0/data/raft-engine
tikv	${LOCALHOST}:20160	raft-engine.enable	true
tikv	${LOCALHOST}:20160	raft-engine.enable-log-recycle	true
tikv	${LOCALHOST}:20160	raft-engine.format-version	2
tikv	${LOCALHOST}:20160	raft-engine.memory-limit	2576980377
tikv	${LOCALHOST}:20160	raft-engine.prefill-for-recycle	false
tikv	${LOCALHOST}:20160	raft-engine.prefill-limit	null
tikv	${LOCALHOST}:20160	raft-engine.purge-rewrite-garbage-ratio	0.6
tikv	${LOCALHOST}:20160	raft-engine.purge-rewrite-threshold	1GiB
tikv	${LOCALHOST}:20160	raft-engine.purge-threshold	10GiB
tikv	${LOCALHOST}:20160	raft-engine.recovery-mode	tolerate-corrupted-tail-records
tikv	${LOCALHOST}:20160	raft-engine.recovery-read-block-size	16KiB
tikv	${LOCALHOST}:20160	raft-engine.recovery-threads	4
tikv	${LOCALHOST}:20160	raft-engine.spill-dir	null
tikv	${LOCALHOST}:20160	raft-engine.target-file-size	128MiB
tikv	${LOCALHOST}:20160	raftdb.allow-concurrent-memtable-write	true
tikv	${LOCALHOST}:20160	raftdb.bytes-per-sync	1MiB
tikv	${LOCALHOST}:20160	raftdb.compaction-readahead-size	0KiB
tikv	${LOCALHOST}:20160	raftdb.create-if-missing	true
tikv	${LOCALHOST}:20160	raftdb.defaultcf.block-based-bloom-filter	false
tikv	${LOCALHOST}:20160	raftdb.defaultcf.block-cache-size	327MiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.block-size	64KiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.bloom-filter-bits-per-key	10
tikv	${LOCALHOST}:20160	raftdb.defaultcf.bottommost-level-compression	disable
tikv	${LOCALHOST}:20160	raftdb.defaultcf.bottommost-zstd-compression-dict-size	0
tikv	${LOCALHOST}:20160	raftdb.defaultcf.bottommost-zstd-compression-sample-size	0
tikv	${LOCALHOST}:20160	raftdb.defaultcf.cache-index-and-filter-blocks	true
tikv	${LOCALHOST}:20160	raftdb.defaultcf.checksum	crc32c
tikv	${LOCALHOST}:20160	raftdb.defaultcf.compaction-guard-max-output-file-size	128MiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.compaction-guard-min-output-file-size	8MiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.compaction-pri	0
tikv	${LOCALHOST}:20160	raftdb.defaultcf.compaction-style	0
tikv	${LOCALHOST}:20160	raftdb.defaultcf.compression-per-level	["no","no","lz4","lz4","lz4","zstd","zstd"]
tikv	${LOCALHOST}:20160	raftdb.defaultcf.disable-auto-compactions	false
tikv	${LOCALHOST}:20160	raftdb.defaultcf.disable-block-cache	false
tikv	${LOCALHOST}:20160	raftdb.defaultcf.disable-write-stall	false
tikv	${LOCALHOST}:20160	raftdb.defaultcf.dynamic-level-bytes	true
tikv	${LOCALHOST}:20160	raftdb.defaultcf.enable-compaction-guard	null
tikv	${LOCALHOST}:20160	raftdb.defaultcf.enable-doubly-skiplist	true
tikv	${LOCALHOST}:20160	raftdb.defaultcf.force-consistency-checks	false
tikv	${LOCALHOST}:20160	raftdb.defaultcf.format-version	2
tikv	${LOCALHOST}:20160	raftdb.defaultcf.hard-pending-compaction-bytes-limit	1TiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.level0-file-num-compaction-trigger	4
tikv	${LOCALHOST}:20160	raftdb.defaultcf.level0-slowdown-writes-trigger	20
tikv	${LOCALHOST}:20160	raftdb.defaultcf.level0-stop-writes-trigger	20
tikv	${LOCALHOST}:20160	raftdb.defaultcf.max-bytes-for-level-base	512MiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.max-bytes-for-level-multiplier	10
tikv	${LOCALHOST}:20160	raftdb.defaultcf.max-compaction-bytes	2GiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.max-compactions	0
tikv	${LOCALHOST}:20160	raftdb.defaultcf.max-write-buffer-number	5
tikv	${LOCALHOST}:20160	raftdb.defaultcf.min-write-buffer-number-to-merge	1
tikv	${LOCALHOST}:20160	raftdb.defaultcf.num-levels	7
tikv	${LOCALHOST}:20160	raftdb.defaultcf.optimize-filters-for-hits	true
tikv	${LOCALHOST}:20160	raftdb.defaultcf.periodic-compaction-seconds	null
tikv	${LOCALHOST}:20160	raftdb.defaultcf.pin-l0-filter-and-index-blocks	true
tikv	${LOCALHOST}:20160	raftdb.defaultcf.prepopulate-block-cache	disabled
tikv	${LOCALHOST}:20160	raftdb.defaultcf.prop-keys-index-distance	40960
tikv	${LOCALHOST}:20160	raftdb.defaultcf.prop-size-index-distance	4194304
tikv	${LOCALHOST}:20160	raftdb.defaultcf.read-amp-bytes-per-bit	0
tikv	${LOCALHOST}:20160	raftdb.defaultcf.soft-pending-compaction-bytes-limit	192GiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.target-file-size-base	null
tikv	${LOCALHOST}:20160	raftdb.defaultcf.titan.blob-cache-size	0KiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.titan.blob-file-compression	lz4
tikv	${LOCALHOST}:20160	raftdb.defaultcf.titan.blob-run-mode	normal
tikv	${LOCALHOST}:20160	raftdb.defaultcf.titan.discardable-ratio	0.5
tikv	${LOCALHOST}:20160	raftdb.defaultcf.titan.level-merge	false
tikv	${LOCALHOST}:20160	raftdb.defaultcf.titan.max-gc-batch-size	64MiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.titan.max-sorted-runs	20
tikv	${LOCALHOST}:20160	raftdb.defaultcf.titan.merge-small-file-threshold	8MiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.titan.min-blob-size	1KiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.titan.min-gc-batch-size	16MiB
tikv	${LOCALHOST}:20160	raftdb.defaultcf.titan.range-merge	true
tikv	${LOCALHOST}:20160	raftdb.defaultcf.ttl	null
tikv	${LOCALHOST}:20160	raftdb.defaultcf.use-bloom-filter	false
tikv	${LOCALHOST}:20160	raftdb.defaultcf.whole-key-filtering	true
tikv	${LOCALHOST}:20160	raftdb.defaultcf.write-buffer-size	128MiB
tikv	${LOCALHOST}:20160	raftdb.enable-pipelined-write	true
tikv	${LOCALHOST}:20160	raftdb.enable-unordered-write	false
tikv	${LOCALHOST}:20160	raftdb.info-log-dir	
tikv	${LOCALHOST}:20160	raftdb.info-log-keep-log-file-num	10
tikv	${LOCALHOST}:20160	raftdb.info-log-level	info
tikv	${LOCALHOST}:20160	raftdb.info-log-max-size	1GiB
tikv	${LOCALHOST}:20160	raftdb.info-log-roll-time	0s
tikv	${LOCALHOST}:20160	raftdb.max-background-flushes	1
tikv	${LOCALHOST}:20160	raftdb.max-background-jobs	4
tikv	${LOCALHOST}:20160	raftdb.max-manifest-file-size	20MiB
tikv	${LOCALHOST}:20160	raftdb.max-open-files	256
tikv	${LOCALHOST}:20160	raftdb.max-sub-compactions	2
tikv	${LOCALHOST}:20160	raftdb.max-total-wal-size	4GiB
tikv	${LOCALHOST}:20160	raftdb.stats-dump-period	10m
tikv	${LOCALHOST}:20160	raftdb.titan.dirname	
tikv	${LOCALHOST}:20160	raftdb.titan.disable-gc	false
tikv	${LOCALHOST}:20160	raftdb.titan.enabled	false
tikv	${LOCALHOST}:20160	raftdb.titan.max-background-gc	4
tikv	${LOCALHOST}:20160	raftdb.titan.purge-obsolete-files-period	10s
tikv	${LOCALHOST}:20160	raftdb.use-direct-io-for-flush-and-compaction	false
tikv	${LOCALHOST}:20160	raftdb.wal-bytes-per-sync	512KiB
tikv	${LOCALHOST}:20160	raftdb.wal-dir	
tikv	${LOCALHOST}:20160	raftdb.wal-recovery-mode	2
tikv	${LOCALHOST}:20160	raftdb.wal-size-limit	0KiB
tikv	${LOCALHOST}:20160	raftdb.wal-ttl-seconds	0
tikv	${LOCALHOST}:20160	raftdb.writable-file-max-buffer-size	1MiB
tikv	${LOCALHOST}:20160	raftstore.abnormal-leader-missing-duration	10m
tikv	${LOCALHOST}:20160	raftstore.apply-low-priority-pool-size	1
tikv	${LOCALHOST}:20160	raftstore.apply-max-batch-size	256
tikv	${LOCALHOST}:20160	raftstore.apply-pool-size	2
tikv	${LOCALHOST}:20160	raftstore.apply-reschedule-duration	5s
tikv	${LOCALHOST}:20160	raftstore.apply-yield-write-size	32KiB
tikv	${LOCALHOST}:20160	raftstore.capacity	0KiB
tikv	${LOCALHOST}:20160	raftstore.check-leader-lease-interval	2s250ms
tikv	${LOCALHOST}:20160	raftstore.check-long-uncommitted-interval	10s
tikv	${LOCALHOST}:20160	raftstore.clean-stale-ranges-tick	10
tikv	${LOCALHOST}:20160	raftstore.cleanup-import-sst-interval	10m
tikv	${LOCALHOST}:20160	raftstore.cmd-batch	true
tikv	${LOCALHOST}:20160	raftstore.cmd-batch-concurrent-ready-max-count	1
tikv	${LOCALHOST}:20160	raftstore.consistency-check-interval	0s
tikv	${LOCALHOST}:20160	raftstore.evict-cache-on-memory-ratio	0.1
tikv	${LOCALHOST}:20160	raftstore.future-poll-size	1
tikv	${LOCALHOST}:20160	raftstore.hibernate-regions	true
tikv	${LOCALHOST}:20160	raftstore.inspect-interval	500ms
tikv	${LOCALHOST}:20160	raftstore.io-reschedule-concurrent-max-count	4
tikv	${LOCALHOST}:20160	raftstore.io-reschedule-hotpot-duration	5s
tikv	${LOCALHOST}:20160	raftstore.local-read-batch-size	1024
tikv	${LOCALHOST}:20160	raftstore.lock-cf-compact-bytes-threshold	256MiB
tikv	${LOCALHOST}:20160	raftstore.lock-cf-compact-interval	10m
tikv	${LOCALHOST}:20160	raftstore.long-uncommitted-base-threshold	20s
tikv	${LOCALHOST}:20160	raftstore.max-entry-cache-warmup-duration	1s
tikv	${LOCALHOST}:20160	raftstore.max-leader-missing-duration	2h
tikv	${LOCALHOST}:20160	raftstore.max-peer-down-duration	10m
tikv	${LOCALHOST}:20160	raftstore.max-snapshot-file-raw-size	100MiB
tikv	${LOCALHOST}:20160	raftstore.merge-check-tick-interval	2s
tikv	${LOCALHOST}:20160	raftstore.messages-per-tick	4096
tikv	${LOCALHOST}:20160	raftstore.notify-capacity	40960
tikv	${LOCALHOST}:20160	raftstore.pd-heartbeat-tick-interval	1m
tikv	${LOCALHOST}:20160	raftstore.pd-store-heartbeat-tick-interval	10s
tikv	${LOCALHOST}:20160	raftstore.peer-stale-state-check-interval	5m
tikv	${LOCALHOST}:20160	raftstore.perf-level	0
tikv	${LOCALHOST}:20160	raftstore.prevote	true
tikv	${LOCALHOST}:20160	raftstore.raft-engine-purge-interval	10s
tikv	${LOCALHOST}:20160	raftstore.raft-entry-cache-life-time	30s
tikv	${LOCALHOST}:20160	raftstore.raft-entry-max-size	8MiB
tikv	${LOCALHOST}:20160	raftstore.raft-log-compact-sync-interval	2s
tikv	${LOCALHOST}:20160	raftstore.raft-log-gc-count-limit	73728
tikv	${LOCALHOST}:20160	raftstore.raft-log-gc-size-limit	72MiB
tikv	${LOCALHOST}:20160	raftstore.raft-log-gc-threshold	50
tikv	${LOCALHOST}:20160	raftstore.raft-log-gc-tick-interval	3s
tikv	${LOCALHOST}:20160	raftstore.raft-max-inflight-msgs	256
tikv	${LOCALHOST}:20160	raftstore.raft-max-size-per-msg	1MiB
tikv	${LOCALHOST}:20160	raftstore.raft-store-max-leader-lease	9s
tikv	${LOCALHOST}:20160	raftstore.raft-write-size-limit	1MiB
tikv	${LOCALHOST}:20160	raftstore.raftdb-path	${TIUP_DATA_DIR}/tikv-0/data/raft
tikv	${LOCALHOST}:20160	raftstore.reactive-memory-lock-tick-interval	2s
tikv	${LOCALHOST}:20160	raftstore.reactive-memory-lock-timeout-tick	5
tikv	${LOCALHOST}:20160	raftstore.region-compact-check-interval	5m
tikv	${LOCALHOST}:20160	raftstore.region-compact-check-step	100
tikv	${LOCALHOST}:20160	raftstore.region-compact-min-redundant-rows	50000
tikv	${LOCALHOST}:20160	raftstore.region-compact-min-tombstones	10000
tikv	${LOCALHOST}:20160	raftstore.region-compact-redundant-rows-percent	20
tikv	${LOCALHOST}:20160	raftstore.region-compact-tombstones-percent	30
tikv	${LOCALHOST}:20160	raftstore.region-split-check-diff	6MiB
tikv	${LOCALHOST}:20160	raftstore.region-worker-tick-interval	1s
tikv	${LOCALHOST}:20160	raftstore.renew-leader-lease-advance-duration	2s250ms
tikv	${LOCALHOST}:20160	raftstore.report-min-resolved-ts-interval	1s
tikv	${LOCALHOST}:20160	raftstore.report-region-buckets-tick-interval	10s
tikv	${LOCALHOST}:20160	raftstore.request-voter-replicated-index-interval	5m
tikv	${LOCALHOST}:20160	raftstore.slow-trend-unsensitive-cause	10
tikv	${LOCALHOST}:20160	raftstore.slow-trend-unsensitive-result	0.5
tikv	${LOCALHOST}:20160	raftstore.snap-apply-batch-size	10MiB
tikv	${LOCALHOST}:20160	raftstore.snap-gc-timeout	4h
tikv	${LOCALHOST}:20160	raftstore.snap-generator-pool-size	2
tikv	${LOCALHOST}:20160	raftstore.snap-mgr-gc-tick-interval	1m
tikv	${LOCALHOST}:20160	raftstore.split-region-check-tick-interval	10s
tikv	${LOCALHOST}:20160	raftstore.store-io-notify-capacity	40960
tikv	${LOCALHOST}:20160	raftstore.store-io-pool-size	0
tikv	${LOCALHOST}:20160	raftstore.store-low-priority-pool-size	0
tikv	${LOCALHOST}:20160	raftstore.store-max-batch-size	256
tikv	${LOCALHOST}:20160	raftstore.store-pool-size	2
tikv	${LOCALHOST}:20160	raftstore.store-reschedule-duration	5s
tikv	${LOCALHOST}:20160	raftstore.unreachable-backoff	10s
tikv	${LOCALHOST}:20160	raftstore.waterfall-metrics	true
tikv	${LOCALHOST}:20160	readpool.coprocessor.high-concurrency	6
tikv	${LOCALHOST}:20160	readpool.coprocessor.low-concurrency	6
tikv	${LOCALHOST}:20160	readpool.coprocessor.max-tasks-per-worker-high	2000
tikv	${LOCALHOST}:20160	readpool.coprocessor.max-tasks-per-worker-low	2000
tikv	${LOCALHOST}:20160	readpool.coprocessor.max-tasks-per-worker-normal	2000
tikv	${LOCALHOST}:20160	readpool.coprocessor.normal-concurrency	6
tikv	${LOCALHOST}:20160	readpool.coprocessor.stack-size	10MiB
tikv	${LOCALHOST}:20160	readpool.coprocessor.use-unified-pool	true
tikv	${LOCALHOST}:20160	readpool.storage.high-concurrency	4
tikv	${LOCALHOST}:20160	readpool.storage.low-concurrency	4
tikv	${LOCALHOST}:20160	readpool.storage.max-tasks-per-worker-high	2000
tikv	${LOCALHOST}:20160	readpool.storage.max-tasks-per-worker-low	2000
tikv	${LOCALHOST}:20160	readpool.storage.max-tasks-per-worker-normal	2000
tikv	${LOCALHOST}:20160	readpool.storage.normal-concurrency	4
tikv	${LOCALHOST}:20160	readpool.storage.stack-size	10MiB
tikv	${LOCALHOST}:20160	readpool.storage.use-unified-pool	true
tikv	${LOCALHOST}:20160	readpool.unified.auto-adjust-pool-size	false
tikv	${LOCALHOST}:20160	readpool.unified.max-tasks-per-worker	2000
tikv	${LOCALHOST}:20160	readpool.unified.max-thread-count	6
tikv	${LOCALHOST}:20160	readpool.unified.min-thread-count	1
tikv	${LOCALHOST}:20160	readpool.unified.stack-size	10MiB
tikv	${LOCALHOST}:20160	resolved-ts.advance-ts-interval	20s
tikv	${LOCALHOST}:20160	resolved-ts.enable	true
tikv	${LOCALHOST}:20160	resolved-ts.incremental-scan-concurrency	6
tikv	${LOCALHOST}:20160	resolved-ts.memory-quota	256MiB
tikv	${LOCALHOST}:20160	resolved-ts.scan-lock-pool-size	2
tikv	${LOCALHOST}:20160	resource-control.enabled	true
tikv	${LOCALHOST}:20160	resource-metering.max-resource-groups	100
tikv	${LOCALHOST}:20160	resource-metering.precision	1s
tikv	${LOCALHOST}:20160	resource-metering.receiver-address	
tikv	${LOCALHOST}:20160	resource-metering.report-receiver-interval	1m
tikv	${LOCALHOST}:20160	rocksdb.allow-concurrent-memtable-write	true
tikv	${LOCALHOST}:20160	rocksdb.bytes-per-sync	1MiB
tikv	${LOCALHOST}:20160	rocksdb.compaction-readahead-size	0KiB
tikv	${LOCALHOST}:20160	rocksdb.create-if-missing	true
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.block-based-bloom-filter	false
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.block-cache-size	4GiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.block-size	32KiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.bloom-filter-bits-per-key	10
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.bottommost-level-compression	zstd
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.bottommost-zstd-compression-dict-size	0
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.bottommost-zstd-compression-sample-size	0
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.cache-index-and-filter-blocks	true
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.checksum	crc32c
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.compaction-guard-max-output-file-size	128MiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.compaction-guard-min-output-file-size	8MiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.compaction-pri	3
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.compaction-style	0
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.compression-per-level	["no","no","lz4","lz4","lz4","zstd","zstd"]
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.disable-auto-compactions	false
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.disable-block-cache	false
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.disable-write-stall	true
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.dynamic-level-bytes	true
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.enable-compaction-guard	true
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.enable-doubly-skiplist	true
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.force-consistency-checks	false
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.format-version	2
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.hard-pending-compaction-bytes-limit	1TiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.level0-file-num-compaction-trigger	4
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.level0-slowdown-writes-trigger	20
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.level0-stop-writes-trigger	20
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.max-bytes-for-level-base	512MiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.max-bytes-for-level-multiplier	10
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.max-compaction-bytes	2GiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.max-compactions	0
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.max-write-buffer-number	5
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.min-write-buffer-number-to-merge	1
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.num-levels	7
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.optimize-filters-for-hits	true
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.periodic-compaction-seconds	null
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.pin-l0-filter-and-index-blocks	true
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.prepopulate-block-cache	disabled
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.prop-keys-index-distance	40960
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.prop-size-index-distance	4194304
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.read-amp-bytes-per-bit	0
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.soft-pending-compaction-bytes-limit	192GiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.target-file-size-base	null
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.titan.blob-cache-size	0KiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.titan.blob-file-compression	lz4
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.titan.blob-run-mode	normal
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.titan.discardable-ratio	0.5
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.titan.level-merge	false
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.titan.max-gc-batch-size	64MiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.titan.max-sorted-runs	20
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.titan.merge-small-file-threshold	8MiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.titan.min-blob-size	1KiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.titan.min-gc-batch-size	16MiB
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.titan.range-merge	true
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.ttl	null
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.use-bloom-filter	true
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.whole-key-filtering	true
tikv	${LOCALHOST}:20160	rocksdb.defaultcf.write-buffer-size	128MiB
tikv	${LOCALHOST}:20160	rocksdb.enable-multi-batch-write	null
tikv	${LOCALHOST}:20160	rocksdb.enable-pipelined-write	false
tikv	${LOCALHOST}:20160	rocksdb.enable-unordered-write	false
tikv	${LOCALHOST}:20160	rocksdb.info-log-dir	
tikv	${LOCALHOST}:20160	rocksdb.info-log-keep-log-file-num	10
tikv	${LOCALHOST}:20160	rocksdb.info-log-level	info
tikv	${LOCALHOST}:20160	rocksdb.info-log-max-size	1GiB
tikv	${LOCALHOST}:20160	rocksdb.info-log-roll-time	0s
tikv	${LOCALHOST}:20160	rocksdb.lockcf.block-based-bloom-filter	false
tikv	${LOCALHOST}:20160	rocksdb.lockcf.block-cache-size	327MiB
tikv	${LOCALHOST}:20160	rocksdb.lockcf.block-size	16KiB
tikv	${LOCALHOST}:20160	rocksdb.lockcf.bloom-filter-bits-per-key	10
tikv	${LOCALHOST}:20160	rocksdb.lockcf.bottommost-level-compression	disable
tikv	${LOCALHOST}:20160	rocksdb.lockcf.bottommost-zstd-compression-dict-size	0
tikv	${LOCALHOST}:20160	rocksdb.lockcf.bottommost-zstd-compression-sample-size	0
tikv	${LOCALHOST}:20160	rocksdb.lockcf.cache-index-and-filter-blocks	true
tikv	${LOCALHOST}:20160	rocksdb.lockcf.checksum	crc32c
tikv	${LOCALHOST}:20160	rocksdb.lockcf.compaction-guard-max-output-file-size	128MiB
tikv	${LOCALHOST}:20160	rocksdb.lockcf.compaction-guard-min-output-file-size	8MiB
tikv	${LOCALHOST}:20160	rocksdb.lockcf.compaction-pri	0
tikv	${LOCALHOST}:20160	rocksdb.lockcf.compaction-style	0
tikv	${LOCALHOST}:20160	rocksdb.lockcf.compression-per-level	["no","no","no","no","no","no","no"]
tikv	${LOCALHOST}:20160	rocksdb.lockcf.disable-auto-compactions	false
tikv	${LOCALHOST}:20160	rocksdb.lockcf.disable-block-cache	false
tikv	${LOCALHOST}:20160	rocksdb.lockcf.disable-write-stall	true
tikv	${LOCALHOST}:20160	rocksdb.lockcf.dynamic-level-bytes	true
tikv	${LOCALHOST}:20160	rocksdb.lockcf.enable-compaction-guard	null
tikv	${LOCALHOST}:20160	rocksdb.lockcf.enable-doubly-skiplist	true
tikv	${LOCALHOST}:20160	rocksdb.lockcf.force-consistency-checks	false
tikv	${LOCALHOST}:20160	rocksdb.lockcf.format-version	2
tikv	${LOCALHOST}:20160	rocksdb.lockcf.hard-pending-compaction-bytes-limit	1TiB
tikv	${LOCALHOST}:20160	rocksdb.lockcf.level0-file-num-compaction-trigger	1
tikv	${LOCALHOST}:20160	rocksdb.lockcf.level0-slowdown-writes-trigger	20
tikv	${LOCALHOST}:20160	rocksdb.lockcf.level0-stop-writes-trigger	20
tikv	${LOCALHOST}:20160	rocksdb.lockcf.max-bytes-for-level-base	128MiB
tikv	${LOCALHOST}:20160	rocksdb.lockcf.max-bytes-for-level-multiplier	10
tikv	${LOCALHOST}:20160	rocksdb.lockcf.max-compaction-bytes	2GiB
tikv	${LOCALHOST}:20160	rocksdb.lockcf.max-compactions	0
tikv	${LOCALHOST}:20160	rocksdb.lockcf.max-write-buffer-number	5
tikv	${LOCALHOST}:20160	rocksdb.lockcf.min-write-buffer-number-to-merge	1
tikv	${LOCALHOST}:20160	rocksdb.lockcf.num-levels	7
tikv	${LOCALHOST}:20160	rocksdb.lockcf.optimize-filters-for-hits	false
tikv	${LOCALHOST}:20160	rocksdb.lockcf.periodic-compaction-seconds	null
tikv	${LOCALHOST}:20160	rocksdb.lockcf.pin-l0-filter-and-index-blocks	true
